,winner,loser,court,Type,set1.1,set1.2,set2.1,set2.2,set3.1,set3.2
3341,Mate Pavic,Yasutaka Uchiyama,Outdoor,Hard,6,3,5,7,7,6
3342,Marcos Giron,Takuto Niki,Outdoor,Hard,6,2,7,5,0,0
3343,Marco Chiudinelli,Oliver Marach,Outdoor,Hard,7,5,1,0,(,R
3344,Chuhan Wang,Rubin Statham,Outdoor,Hard,6,2,6,2,0,0
3345,Zihao Xia,Michael Venus,Outdoor,Hard,7,6,7,6,0,0
3346,David Goffin,Alexandr Dolgopolov,Outdoor,Hard,6,4,6,7,6,3
3347,David Goffin,Henri Laaksonen,Outdoor,Hard,7,6,5,7,6,3
3348,Alexandr Dolgopolov,Damir Dzumhur,Outdoor,Hard,6,3,6,4,0,0
3349,Damir Dzumhur,Alexander Zverev,Outdoor,Hard,6,4,7,5,0,0
3350,David Goffin,Donald Young,Outdoor,Hard,6,2,6,3,0,0
3351,Alexandr Dolgopolov,Dudi Sela,Outdoor,Hard,6,3,4,6,1,0
3352,Henri Laaksonen,Zhizhen Zhang,Outdoor,Hard,6,4,3,6,6,2
3353,Alexander Zverev,Steve Darcis,Outdoor,Hard,4,6,7,6,7,6
3354,David Goffin,Evgeny Donskoy,Outdoor,Hard,7,6,6,3,0,0
3355,Dudi Sela,Mischa Zverev,Outdoor,Hard,6,3,5,7,6,2
3356,Zhizhen Zhang,Paolo Lorenzi,Outdoor,Hard,4,6,6,3,7,6
3357,Alexandr Dolgopolov,Sergiy Stakhovsky,Outdoor,Hard,7,6,6,4,0,0
3358,Damir Dzumhur,Lukas Lacko,Outdoor,Hard,6,4,6,3,0,0
3359,Donald Young,Jeremy Chardy,Outdoor,Hard,7,6,6,4,0,0
3360,Henri Laaksonen,Marius Copil,Outdoor,Hard,4,6,6,4,6,3
3361,Alexandr Dolgopolov,Lloyd Harris,Outdoor,Hard,6,3,6,4,0,0
3362,Damir Dzumhur,John Millman,Outdoor,Hard,6,4,7,5,0,0
3363,Henri Laaksonen,Joao Sousa,Outdoor,Hard,6,3,6,0,0,0
3364,Donald Young,Nicola Kuhn,Outdoor,Hard,7,5,7,6,0,0
3365,Jeremy Chardy,Alessandro Giannessi,Outdoor,Hard,7,6,6,4,0,0
3366,Marius Copil,Malek Jaziri,Outdoor,Hard,6,4,3,6,6,3
3367,Steve Darcis,Ze Zhang,Outdoor,Hard,7,5,7,6,0,0
3368,Evgeny Donskoy,Akira Santillan,Outdoor,Hard,3,6,6,2,7,6
3369,Lukas Lacko,Marcel Granollers,Outdoor,Hard,6,3,6,4,0,0
3370,Dudi Sela,Matthew Ebden,Outdoor,Hard,6,0,7,6,0,0
3371,Sergiy Stakhovsky,Nicolas Kicker,Outdoor,Hard,6,3,6,3,0,0
3372,Zhizhen Zhang,Rogerio Dutra Silva,Outdoor,Hard,6,4,6,1,0,0
3373,Lloyd Harris,Nicolas Jarry,Outdoor,Hard,4,6,6,4,6,4
3374,Lukas Lacko,Marc Polmans,Outdoor,Hard,6,3,6,4,0,0
3375,Matthew Ebden,Max Purcell,Outdoor,Hard,6,1,6,7,6,1
3376,Zhizhen Zhang,Hiroki Moriya,Outdoor,Hard,7,6,6,3,0,0
3377,Max Purcell,Radu Albot,Outdoor,Hard,6,4,4,0,(,R
3378,Nicolas Jarry,Andre Sa,Outdoor,Hard,6,2,7,5,0,0
3379,Lukas Lacko,Yusuke Takahashi,Outdoor,Hard,6,3,6,4,0,0
3380,Hiroki Moriya,Yannick Hanfmann,Outdoor,Hard,6,2,6,3,0,0
3381,Matthew Ebden,Franko Skugor,Outdoor,Hard,6,3,6,4,0,0
3382,Lloyd Harris,Reilly Opelka,Outdoor,Hard,6,4,4,6,6,4
3383,Marc Polmans,Lukas Rosol,Outdoor,Hard,6,3,6,4,0,0
3384,Zhizhen Zhang,Yan Bai,Outdoor,Hard,6,4,6,3,0,0
3385,Rafael Nadal,Nick Kyrgios,Outdoor,Hard,6,2,6,1,0,0
3386,Rafael Nadal,Grigor Dimitrov,Outdoor,Hard,6,3,4,6,6,1
3387,Nick Kyrgios,Alexander Zverev,Outdoor,Hard,6,3,7,5,0,0
3388,Rafael Nadal,John Isner,Outdoor,Hard,6,4,7,6,0,0
3389,Alexander Zverev,Andrey Rublev,Outdoor,Hard,6,2,6,3,0,0
3390,Grigor Dimitrov,Roberto Bautista Agut,Outdoor,Hard,7,6,4,6,6,2
3391,Nick Kyrgios,Steve Darcis,Outdoor,Hard,6,0,3,0,(,R
3392,Rafael Nadal,Karen Khachanov,Outdoor,Hard,6,3,6,3,0,0
3393,Alexander Zverev,Fabio Fognini,Outdoor,Hard,6,4,6,2,0,0
3394,Grigor Dimitrov,Juan Martin del Potro,Outdoor,Hard,7,6,7,5,0,0
3395,Roberto Bautista Agut,Aljaz Bedene,Outdoor,Hard,6,0,4,0,(,R
3396,John Isner,Leonardo Mayer,Outdoor,Hard,6,0,6,3,0,0
3397,Andrey Rublev,Tomas Berdych,Outdoor,Hard,1,6,6,4,6,1
3398,Nick Kyrgios,Mischa Zverev,Outdoor,Hard,3,6,6,2,6,2
3399,Steve Darcis,Dusan Lajovic,Outdoor,Hard,6,3,6,4,0,0
3400,Rafael Nadal,Lucas Pouille,Outdoor,Hard,4,6,7,6,7,5
3401,Alexander Zverev,Kyle Edmund,Outdoor,Hard,6,3,7,6,0,0
3402,Grigor Dimitrov,Damir Dzumhur,Outdoor,Hard,6,1,3,6,6,3
3403,Steve Darcis,Pablo Carreno Busta,Outdoor,Hard,6,0,6,4,0,0
3404,Roberto Bautista Agut,Ze Zhang,Outdoor,Hard,6,1,6,3,0,0
3405,John Isner,Malek Jaziri,Outdoor,Hard,6,2,6,3,0,0
3406,Tomas Berdych,Jared Donaldson,Outdoor,Hard,6,3,0,6,6,2
3407,Nick Kyrgios,Nikoloz Basilashvili,Outdoor,Hard,6,1,6,2,0,0
3408,Aljaz Bedene,Marcel Granollers,Outdoor,Hard,6,4,6,2,0,0
3409,Juan Martin del Potro,Pablo Cuevas,Outdoor,Hard,7,6,6,4,0,0
3410,Fabio Fognini,Robin Haase,Outdoor,Hard,7,6,6,2,0,0
3411,Karen Khachanov,Di Wu,Outdoor,Hard,6,4,6,2,0,0
3412,Dusan Lajovic,Fernando Verdasco,Outdoor,Hard,6,1,3,6,6,3
3413,Leonardo Mayer,Paolo Lorenzi,Outdoor,Hard,7,6,5,7,6,4
3414,Andrey Rublev,Jack Sock,Outdoor,Hard,3,6,6,1,6,2
3415,Mischa Zverev,Jan-Lennard Struff,Outdoor,Hard,5,7,6,4,6,4
3416,Marcel Granollers,Borna Coric,Outdoor,Hard,6,3,6,4,0,0
3417,Dusan Lajovic,Rogerio Dutra Silva,Outdoor,Hard,6,3,5,7,6,3
3418,Steve Darcis,Peter Polansky,Outdoor,Hard,5,7,7,6,6,4
3419,Malek Jaziri,Sergiy Stakhovsky,Outdoor,Hard,6,4,7,6,0,0
3420,Borna Coric,Marcos Giron,Outdoor,Hard,6,3,6,4,0,0
3421,Rogerio Dutra Silva,Rigele Te,Outdoor,Hard,6,0,6,4,0,0
3422,Steve Darcis,Fajing Sun,Outdoor,Hard,6,4,6,2,0,0
3423,Malek Jaziri,Zhizhen Zhang,Outdoor,Hard,6,4,6,1,0,0
3424,Dusan Lajovic,Alessandro Giannessi,Outdoor,Hard,6,3,3,6,6,3
3425,Marcel Granollers,Jeremy Chardy,Outdoor,Hard,6,3,6,2,0,0
3426,Sergiy Stakhovsky,Thiago Monteiro,Outdoor,Hard,6,7,7,5,6,3
3427,Peter Polansky,Ivan Dodig,Outdoor,Hard,4,6,7,5,(,R
3428,David Goffin,Adrian Mannarino,Outdoor,Hard,6,3,7,5,0,0
3429,Adrian Mannarino,Marin Cilic,Outdoor,Hard,6,7,6,4,6,0
3430,David Goffin,Diego Schwartzman,Outdoor,Hard,7,6,7,6,0,0
3431,Marin Cilic,Ryan Harrison,Outdoor,Hard,6,2,6,0,0,0
3432,David Goffin,Richard Gasquet,Outdoor,Hard,7,5,6,2,0,0
3433,Diego Schwartzman,Steve Johnson,Outdoor,Hard,6,0,7,5,0,0
3434,Adrian Mannarino,Yuichi Sugita,Outdoor,Hard,6,2,6,4,0,0
3435,Marin Cilic,Yasutaka Uchiyama,Outdoor,Hard,6,3,6,4,0,0
3436,Yuichi Sugita,Milos Raonic,Outdoor,Hard,1,0,(,R,0,0
3437,David Goffin,Matthew Ebden,Outdoor,Hard,2,6,7,5,7,6
3438,Ryan Harrison,Kevin Anderson,Outdoor,Hard,6,3,1,6,7,6
3439,Diego Schwartzman,Bernard Tomic,Outdoor,Hard,6,3,6,1,0,0
3440,Richard Gasquet,Yen-Hsun Lu,Outdoor,Hard,6,0,7,6,0,0
3441,Steve Johnson,Alexandr Dolgopolov,Outdoor,Hard,6,2,6,4,0,0
3442,Adrian Mannarino,Jiri Vesely,Outdoor,Hard,6,3,6,2,0,0
3443,Marin Cilic,Stefanos Tsitsipas,Outdoor,Hard,6,3,6,2,0,0
3444,Steve Johnson,Dominic Thiem,Outdoor,Hard,4,6,7,6,6,4
3445,Milos Raonic,Viktor Troicki,Outdoor,Hard,6,3,6,4,0,0
3446,David Goffin,Feliciano Lopez,Outdoor,Hard,7,5,6,1,0,0
3447,Kevin Anderson,Gilles Simon,Outdoor,Hard,6,2,7,6,0,0
3448,Richard Gasquet,Sam Querrey,Outdoor,Hard,6,4,7,6,0,0
3449,Jiri Vesely,Albert Ramos-Vinolas,Outdoor,Hard,6,2,2,6,6,3
3450,Diego Schwartzman,Donald Young,Outdoor,Hard,6,2,7,5,0,0
3451,Alexandr Dolgopolov,Daniil Medvedev,Outdoor,Hard,6,1,6,2,0,0
3452,Matthew Ebden,Ivo Karlovic,Outdoor,Hard,6,4,6,3,0,0
3453,Ryan Harrison,Yusuke Takahashi,Outdoor,Hard,6,4,4,6,6,4
3454,Yen-Hsun Lu,Taro Daniel,Outdoor,Hard,6,1,6,3,0,0
3455,Adrian Mannarino,Go Soeda,Outdoor,Hard,7,5,7,6,0,0
3456,Yuichi Sugita,Benoit Paire,Outdoor,Hard,6,4,(,R,0,0
3457,Bernard Tomic,Joao Sousa,Outdoor,Hard,6,3,3,6,6,3
3458,Yasutaka Uchiyama,Franko Skugor,Outdoor,Hard,6,3,3,6,6,1
3459,Stefanos Tsitsipas,Frances Tiafoe,Outdoor,Hard,6,4,6,2,0,0
3460,Yusuke Takahashi,Vasek Pospisil,Outdoor,Hard,7,6,6,2,0,0
3461,Franko Skugor,Radu Albot,Outdoor,Hard,1,6,7,5,6,3
3462,Matthew Ebden,Yannick Hanfmann,Outdoor,Hard,6,3,6,1,0,0
3463,Frances Tiafoe,Kaito Uesugi,Outdoor,Hard,6,2,6,4,0,0
3464,Vasek Pospisil,Yosuke Watanuki,Outdoor,Hard,7,6,7,6,0,0
3465,Matthew Ebden,Nicolas Kicker,Outdoor,Hard,6,4,7,6,0,0
3466,Radu Albot,Reilly Opelka,Outdoor,Hard,7,5,6,7,7,6
3467,Franko Skugor,Nicolas Jarry,Outdoor,Hard,6,4,6,4,0,0
3468,Stefanos Tsitsipas,Tatsuma Ito,Outdoor,Hard,4,6,7,6,6,2
3469,Yusuke Takahashi,Adrian Menendez-Maceiras,Outdoor,Hard,6,1,6,2,0,0
3470,Yannick Hanfmann,Sho Shimabukuro,Outdoor,Hard,6,3,6,4,0,0
3471,Roger Federer,Rafael Nadal,Outdoor,Hard,6,4,6,3,0,0
3472,Rafael Nadal,Marin Cilic,Outdoor,Hard,7,5,7,6,0,0
3473,Roger Federer,Juan Martin del Potro,Outdoor,Hard,3,6,6,3,6,3
3474,Rafael Nadal,Grigor Dimitrov,Outdoor,Hard,6,4,6,7,6,3
3475,Roger Federer,Richard Gasquet,Outdoor,Hard,7,5,6,4,0,0
3476,Marin Cilic,Albert Ramos-Vinolas,Outdoor,Hard,6,3,6,4,0,0
3477,Juan Martin del Potro,Viktor Troicki,Outdoor,Hard,4,6,6,1,6,4
3478,Rafael Nadal,Fabio Fognini,Outdoor,Hard,6,3,6,1,0,0
3479,Roger Federer,Alexandr Dolgopolov,Outdoor,Hard,6,4,6,2,0,0
3480,Juan Martin del Potro,Alexander Zverev,Outdoor,Hard,3,6,7,6,6,4
3481,Marin Cilic,Steve Johnson,Outdoor,Hard,7,6,6,4,0,0
3482,Grigor Dimitrov,Sam Querrey,Outdoor,Hard,6,3,7,6,0,0
3483,Viktor Troicki,John Isner,Outdoor,Hard,6,4,7,6,0,0
3484,Richard Gasquet,Gilles Simon,Outdoor,Hard,7,5,6,7,6,3
3485,Albert Ramos-Vinolas,Jan-Lennard Struff,Outdoor,Hard,7,6,6,4,0,0
3486,Rafael Nadal,Jared Donaldson,Outdoor,Hard,6,2,6,1,0,0
3487,Roger Federer,Diego Schwartzman,Outdoor,Hard,7,6,6,4,0,0
3488,Alexander Zverev,Aljaz Bedene,Outdoor,Hard,4,0,(,R,0,0
3489,Marin Cilic,Kyle Edmund,Outdoor,Hard,6,3,7,6,0,0
3490,Viktor Troicki,Dominic Thiem,Outdoor,Hard,6,3,3,6,7,6
3491,Grigor Dimitrov,Ryan Harrison,Outdoor,Hard,3,6,6,3,7,6
3492,Albert Ramos-Vinolas,Pablo Carreno Busta,Outdoor,Hard,7,5,7,5,0,0
3493,Gilles Simon,David Goffin,Outdoor,Hard,7,6,6,3,0,0
3494,Sam Querrey,Frances Tiafoe,Outdoor,Hard,6,3,7,6,0,0
3495,Jan-Lennard Struff,Kevin Anderson,Outdoor,Hard,7,6,7,6,0,0
3496,John Isner,Stefanos Tsitsipas,Outdoor,Hard,7,6,7,6,0,0
3497,Fabio Fognini,Lucas Pouille,Outdoor,Hard,7,6,6,3,0,0
3498,Juan Martin del Potro,Andrey Rublev,Outdoor,Hard,6,3,6,4,0,0
3499,Alexandr Dolgopolov,Feliciano Lopez,Outdoor,Hard,7,6,1,6,6,4
3500,Richard Gasquet,Hyeon Chung,Outdoor,Hard,3,6,6,4,6,3
3501,Steve Johnson,Di Wu,Outdoor,Hard,6,2,6,1,0,0
3502,Hyeon Chung,Roberto Bautista Agut,Outdoor,Hard,6,4,6,3,0,0
3503,Sam Querrey,Yuichi Sugita,Outdoor,Hard,6,3,6,2,0,0
3504,Kevin Anderson,Adrian Mannarino,Outdoor,Hard,6,3,6,1,0,0
3505,John Isner,Dusan Lajovic,Outdoor,Hard,4,6,7,6,7,6
3506,Steve Johnson,Nick Kyrgios,Outdoor,Hard,7,6,(,R,0,0
3507,Alexandr Dolgopolov,Jack Sock,Outdoor,Hard,4,6,6,1,2,1
3508,Lucas Pouille,Daniil Medvedev,Outdoor,Hard,6,4,6,2,0,0
3509,Juan Martin del Potro,Nikoloz Basilashvili,Outdoor,Hard,6,2,3,6,6,4
3510,Aljaz Bedene,Paolo Lorenzi,Outdoor,Hard,6,1,6,4,0,0
3511,Jared Donaldson,Pablo Cuevas,Outdoor,Hard,6,7,6,4,6,4
3512,Kyle Edmund,Jiri Vesely,Outdoor,Hard,6,3,6,2,0,0
3513,Fabio Fognini,Fernando Verdasco,Outdoor,Hard,2,6,6,4,6,2
3514,Richard Gasquet,Robin Haase,Outdoor,Hard,6,7,7,5,6,2
3515,Ryan Harrison,Ze Zhang,Outdoor,Hard,6,2,6,3,0,0
3516,Feliciano Lopez,Ivo Karlovic,Outdoor,Hard,7,6,7,6,0,0
3517,Albert Ramos-Vinolas,Joao Sousa,Outdoor,Hard,3,6,6,3,7,5
3518,Andrey Rublev,Damir Dzumhur,Outdoor,Hard,6,1,4,6,6,1
3519,Diego Schwartzman,Jordan Thompson,Outdoor,Hard,6,4,7,6,0,0
3520,Gilles Simon,Yibing Wu,Outdoor,Hard,6,3,6,4,0,0
3521,Jan-Lennard Struff,Mischa Zverev,Outdoor,Hard,3,6,6,5,(,R
3522,Frances Tiafoe,Benoit Paire,Outdoor,Hard,6,4,6,4,0,0
3523,Viktor Troicki,Denis Shapovalov,Outdoor,Hard,6,7,6,3,6,0
3524,Stefanos Tsitsipas,Karen Khachanov,Outdoor,Hard,7,5,6,3,0,0
3525,Di Wu,Jeremy Chardy,Outdoor,Hard,7,6,6,2,0,0
3526,Alexandr Dolgopolov,Malek Jaziri,Outdoor,Hard,7,6,7,5,0,0
3527,Frances Tiafoe,Leonardo Mayer,Outdoor,Hard,4,6,6,4,6,4
3528,Dusan Lajovic,Donald Young,Outdoor,Hard,6,3,6,2,0,0
3529,Nikoloz Basilashvili,Vasek Pospisil,Outdoor,Hard,7,6,2,6,6,3
3530,Stefanos Tsitsipas,Yen-Hsun Lu,Outdoor,Hard,5,7,7,6,6,4
3531,Jordan Thompson,Henri Laaksonen,Outdoor,Hard,6,2,6,3,0,0
3532,Jeremy Chardy,Radu Albot,Outdoor,Hard,6,1,7,6,0,0
3533,Alexandr Dolgopolov,Nicolas Jarry,Outdoor,Hard,7,6,6,3,0,0
3534,Leonardo Mayer,Sergiy Stakhovsky,Outdoor,Hard,7,6,3,6,7,6
3535,Henri Laaksonen,Borna Coric,Outdoor,Hard,7,6,6,4,0,0
3536,Donald Young,Peter Polansky,Outdoor,Hard,6,1,6,4,0,0
3537,Nikoloz Basilashvili,Fajing Sun,Outdoor,Hard,6,3,7,6,0,0
3538,Yen-Hsun Lu,Rigele Te,Outdoor,Hard,7,5,6,3,0,0
3539,Radu Albot,Florian Mayer,Outdoor,Hard,6,1,7,6,0,0
3540,Stefanos Tsitsipas,Peter Gojowczyk,Outdoor,Hard,6,3,7,6,0,0
3541,Jordan Thompson,Yan Bai,Outdoor,Hard,6,3,6,1,0,0
3542,Frances Tiafoe,Zhizhen Zhang,Outdoor,Hard,6,4,6,4,0,0
3543,Dusan Lajovic,Taro Daniel,Outdoor,Hard,6,1,6,7,6,2
3544,Jeremy Chardy,Thiago Monteiro,Outdoor,Hard,6,7,6,3,6,4
3545,Vasek Pospisil,Taylor Fritz,Outdoor,Hard,6,3,7,6,0,0
3546,Malek Jaziri,Mikhail Youzhny,Outdoor,Hard,6,2,6,4,0,0
3547,Jo-Wilfried Tsonga,Diego Schwartzman,Indoor,Hard,6,3,7,5,0,0
3548,Jo-Wilfried Tsonga,Ruben Bemelmans,Indoor,Hard,6,3,6,3,0,0
3549,Diego Schwartzman,Stefanos Tsitsipas,Indoor,Hard,6,3,7,5,0,0
3550,Stefanos Tsitsipas,David Goffin,Indoor,Hard,2,6,7,6,7,6
3551,Jo-Wilfried Tsonga,Julien Benneteau,Indoor,Hard,7,6,6,2,0,0
3552,Diego Schwartzman,David Ferrer,Indoor,Hard,7,5,6,2,0,0
3553,Ruben Bemelmans,Joao Sousa,Indoor,Hard,4,6,7,6,6,4
3554,David Goffin,Frances Tiafoe,Indoor,Hard,7,6,6,2,0,0
3555,Jo-Wilfried Tsonga,Kenny De Schepper,Indoor,Hard,6,4,6,3,0,0
3556,Ruben Bemelmans,Nick Kyrgios,Indoor,Hard,6,7,6,3,6,3
3557,Diego Schwartzman,Ernesto Escobedo,Indoor,Hard,6,3,7,6,0,0
3558,David Ferrer,Steve Darcis,Indoor,Hard,7,5,5,7,6,3
3559,Julien Benneteau,Henri Laaksonen,Indoor,Hard,6,1,6,1,0,0
3560,Joao Sousa,Sergiy Stakhovsky,Indoor,Hard,5,7,6,4,6,4
3561,Stefanos Tsitsipas,Ivo Karlovic,Indoor,Hard,7,6,5,6,(,R
3562,David Ferrer,Stefano Travaglia,Indoor,Hard,4,6,6,4,7,6
3563,Stefanos Tsitsipas,Pablo Cuevas,Indoor,Hard,6,1,6,4,0,0
3564,Joao Sousa,Benoit Paire,Indoor,Hard,6,4,6,7,7,5
3565,Henri Laaksonen,Alexandr Dolgopolov,Indoor,Hard,6,2,7,6,0,0
3566,Ruben Bemelmans,Peter Gojowczyk,Indoor,Hard,4,6,7,6,7,6
3567,Julien Benneteau,Nikoloz Basilashvili,Indoor,Hard,6,4,(,R,0,0
3568,Steve Darcis,Cedrik-Marcel Stebe,Indoor,Hard,4,6,6,4,1,0
3569,Kenny De Schepper,Aldin Setkic,Indoor,Hard,6,2,6,1,0,0
3570,Ernesto Escobedo,Denis Shapovalov,Indoor,Hard,7,6,6,4,0,0
3571,Ivo Karlovic,Guido Pella,Indoor,Hard,3,6,7,5,7,6
3572,Sergiy Stakhovsky,Jared Donaldson,Indoor,Hard,7,6,6,4,0,0
3573,Frances Tiafoe,Florian Mayer,Indoor,Hard,6,3,6,4,0,0
3574,Stefano Travaglia,Vasek Pospisil,Indoor,Hard,3,6,6,3,6,4
3575,Stefanos Tsitsipas,Sebastian Ofner,Indoor,Hard,6,7,6,4,6,4
3576,Aldin Setkic,Bernard Tomic,Indoor,Hard,7,6,7,5,0,0
3577,Kenny De Schepper,Mathias Bourgue,Indoor,Hard,6,4,6,4,0,0
3578,Vasek Pospisil,Yannick Maden,Indoor,Hard,3,6,7,5,6,0
3579,Aldin Setkic,Nicolas Mahut,Indoor,Hard,7,5,7,6,0,0
3580,Kenny De Schepper,Quentin Halys,Indoor,Hard,6,4,6,2,0,0
3581,Stefanos Tsitsipas,Zizou Bergs,Indoor,Hard,6,0,6,3,0,0
3582,Stefano Travaglia,Kimmer Coppejans,Indoor,Hard,4,6,6,2,6,3
3583,Sebastian Ofner,Ramkumar Ramanathan,Indoor,Hard,7,5,6,4,0,0
3584,Bernard Tomic,Gleb Sakharov,Indoor,Hard,6,4,6,4,0,0
3585,Mathias Bourgue,Arthur De Greef,Indoor,Hard,7,6,6,3,0,0
3586,Damir Dzumhur,Ricardas Berankis,Indoor,Hard,6,2,1,6,6,4
3587,Ricardas Berankis,Adrian Mannarino,Indoor,Hard,3,6,6,4,6,1
3588,Damir Dzumhur,Mirza Basic,Indoor,Hard,6,0,7,6,0,0
3589,Adrian Mannarino,Dudi Sela,Indoor,Hard,6,7,6,1,6,2
3590,Damir Dzumhur,Andreas Seppi,Indoor,Hard,4,6,6,2,6,4
3591,Mirza Basic,Daniil Medvedev,Indoor,Hard,3,6,6,4,6,1
3592,Ricardas Berankis,Alexander Bublik,Indoor,Hard,7,5,6,1,0,0
3593,Daniil Medvedev,Pablo Carreno Busta,Indoor,Hard,6,3,6,3,0,0
3594,Alexander Bublik,Albert Ramos-Vinolas,Indoor,Hard,4,6,7,5,6,2
3595,Adrian Mannarino,Lukas Rosol,Indoor,Hard,6,3,7,6,0,0
3596,Andreas Seppi,Philipp Kohlschreiber,Indoor,Hard,6,7,7,6,6,3
3597,Damir Dzumhur,Yuki Bhambri,Indoor,Hard,4,6,7,5,6,4
3598,Mirza Basic,Laslo Djere,Indoor,Hard,6,1,6,1,0,0
3599,Ricardas Berankis,Filip Krajinovic,Indoor,Hard,3,6,7,5,6,4
3600,Dudi Sela,Rogerio Dutra Silva,Indoor,Hard,7,5,6,1,0,0
3601,Filip Krajinovic,Andrey Rublev,Indoor,Hard,7,5,7,6,0,0
3602,Damir Dzumhur,Thomas Fabbiano,Indoor,Hard,6,3,0,6,6,2
3603,Laslo Djere,Paolo Lorenzi,Indoor,Hard,4,6,7,6,6,4
3604,Mirza Basic,Blaz Kavcic,Indoor,Hard,3,6,6,3,5,1
3605,Ricardas Berankis,Dusan Lajovic,Indoor,Hard,6,3,7,6,0,0
3606,Yuki Bhambri,Roman Safiullin,Indoor,Hard,6,2,6,4,0,0
3607,Alexander Bublik,Teymuraz Gabashvili,Indoor,Hard,6,3,6,4,0,0
3608,Rogerio Dutra Silva,Evgeny Donskoy,Indoor,Hard,6,3,7,5,0,0
3609,Daniil Medvedev,Andrey Kuznetsov,Indoor,Hard,6,4,2,6,7,6
3610,Lukas Rosol,Konstantin Kravchuk,Indoor,Hard,4,6,6,3,7,6
3611,Dudi Sela,Borna Coric,Indoor,Hard,6,3,6,2,0,0
3612,Andreas Seppi,Jiri Vesely,Indoor,Hard,6,3,4,1,(,R
3613,Filip Krajinovic,Uladzimir Ignatik,Indoor,Hard,6,7,7,5,6,3
3614,Mirza Basic,Mikhail Kukushkin,Indoor,Hard,7,6,6,3,0,0
3615,Lukas Rosol,Alexander Bublik,Indoor,Hard,6,4,7,5,0,0
3616,Yuki Bhambri,Alexey Vatutin,Indoor,Hard,7,5,6,4,0,0
3617,Filip Krajinovic,Marc Polmans,Indoor,Hard,7,6,6,3,0,0
3618,Mikhail Kukushkin,Sanjar Fayziev,Indoor,Hard,4,6,6,1,7,6
3619,Alexander Bublik,Lloyd Harris,Indoor,Hard,6,3,6,4,0,0
3620,Yuki Bhambri,Danilo Petrovic,Indoor,Hard,6,4,6,4,0,0
3621,Alexey Vatutin,Denis Matsukevich,Indoor,Hard,2,6,6,4,6,2
3622,Lukas Rosol,Artem Dubrivnyy,Indoor,Hard,6,4,6,4,0,0
3623,Mirza Basic,Ivan Gakhov,Indoor,Hard,6,4,6,3,0,0
3624,Uladzimir Ignatik,Vaclav Safranek,Indoor,Hard,6,4,7,5,0,0
3625,Juan Martin del Potro,Grigor Dimitrov,Indoor,Hard,6,4,6,2,0,0
3626,Grigor Dimitrov,Fabio Fognini,Indoor,Hard,6,3,7,6,0,0
3627,Juan Martin del Potro,Fernando Verdasco,Indoor,Hard,6,7,6,4,7,6
3628,Grigor Dimitrov,Mischa Zverev,Indoor,Hard,6,3,6,4,0,0
3629,Fernando Verdasco,Kevin Anderson,Indoor,Hard,7,6,7,6,0,0
3630,Fabio Fognini,Jack Sock,Indoor,Hard,6,7,7,6,7,5
3631,Juan Martin del Potro,Yuichi Sugita,Indoor,Hard,6,2,7,6,0,0
3632,Grigor Dimitrov,Jerzy Janowicz,Indoor,Hard,7,5,7,6,0,0
3633,Kevin Anderson,Hyeon Chung,Indoor,Hard,6,3,6,2,0,0
3634,Jack Sock,Jeremy Chardy,Indoor,Hard,6,4,6,4,0,0
3635,Juan Martin del Potro,Jan-Lennard Struff,Indoor,Hard,6,2,7,6,0,0
3636,Mischa Zverev,Viktor Troicki,Indoor,Hard,6,2,6,3,0,0
3637,Fabio Fognini,Elias Ymer,Indoor,Hard,6,4,3,6,7,6
3638,Yuichi Sugita,Marcos Baghdatis,Indoor,Hard,6,3,3,6,6,2
3639,Fernando Verdasco,Jurgen Zopp,Indoor,Hard,6,4,6,2,0,0
3640,Mischa Zverev,Mikael Ymer,Indoor,Hard,1,6,7,5,6,4
3641,Fabio Fognini,Malek Jaziri,Indoor,Hard,7,5,6,1,0,0
3642,Yuichi Sugita,Denis Istomin,Indoor,Hard,1,6,6,3,7,6
3643,Fernando Verdasco,Robin Haase,Indoor,Hard,6,3,6,1,0,0
3644,Marcos Baghdatis,Norbert Gombos,Indoor,Hard,6,3,6,4,0,0
3645,Jeremy Chardy,Alessandro Giannessi,Indoor,Hard,6,0,7,5,0,0
3646,Hyeon Chung,Marton Fucsovics,Indoor,Hard,6,3,6,2,0,0
3647,Jerzy Janowicz,Pierre-Hugues Herbert,Indoor,Hard,6,2,3,6,6,3
3648,Jan-Lennard Struff,Marius Copil,Indoor,Hard,6,7,6,4,7,6
3649,Viktor Troicki,Simone Bolelli,Indoor,Hard,6,3,6,3,0,0
3650,Elias Ymer,Leonardo Mayer,Indoor,Hard,6,4,3,6,7,5
3651,Jurgen Zopp,Lukas Lacko,Indoor,Hard,6,4,6,7,6,2
3652,Marton Fucsovics,Tim Smyczek,Indoor,Hard,6,4,6,0,0,0
3653,Lukas Lacko,Zdenek Kolar,Indoor,Hard,6,7,7,6,6,3
3654,Jerzy Janowicz,Jurgen Zopp,Indoor,Hard,6,1,6,7,6,4
3655,Simone Bolelli,Illya Marchenko,Indoor,Hard,6,3,1,6,7,6
3656,Marton Fucsovics,Karl Friberg,Indoor,Hard,6,0,6,3,0,0
3657,Lukas Lacko,Viktor Galovic,Indoor,Hard,6,4,6,3,0,0
3658,Simone Bolelli,Casper Ruud,Indoor,Hard,6,4,6,4,0,0
